inspection_id,project_id,inspection_date,inspector_name,inspector_id,inspection_type,result,score_out_of_100,deficiencies_found,reinspection_required,reinspection_date,regulatory_body,notes
1344,408,14/12/2023,B. Torres,INS-85131,Environmental Compliance,Pass,100,3,N,,FAA,Escalated to state
1345,408,2020-09-04,B. Torres,INS-34840,Electrical,Pass,93,0,Y,05/18/2023,FTA,Escalated to state
1346,409,2023-05-22,D. Freeman,INS-28515,Plumbing,Pass,61,,N,,EPA,Follow-up required
1347,409,11/05/2020,B. Torres,INS-75728,Routine Safety,Pass,100,3,N,,OSHA,Cited violation
1348,409,02/08/2022,B. Torres,TBD,Routine Safety,Pass,81,2,N,,Local Building Dept,Follow-up required
1349,410,16/05/2025,J. Kowalski,INS-68829,Final Walkthrough,Pass,87,3,yes,,FTA,
1350,411,,K. O'Brien,INS-21693,Interim Progress,Pass,74,1,,,FAA,Closed
1351,411,,S. Williams,INS-99616,Environmental Compliance,pass,86,3,N,,State DOT,
1352,411,12-24-2022,J. Kowalski,INS-17466,Routine Safety,Pass,78,0,N,,FTA,
1353,411,10/03/2024,C. Richardson,INS-42434,Quality Control,Pass,93,0,Y,2019-03-09,FHWA,
1354,411,2023/09/26,A. Nguyen,INS-24269,Electrical,fail,84,1,Y,,OSHA,
1355,411,20/11/2024,S. Williams,INS-17237,Quality Control,Fail,63,6,Y,30/06/2025,FHWA,Follow-up required
1356,412,03-01-2025,H. Lee,INS-15913,Plumbing,Pass,55,0,N,,OSHA,
1357,412,02-04-2024,D. Freeman,INS-30026,Environmental Compliance,Pass,71,0,Y,,OSHA,Closed
1358,412,2024-05-21,A. Nguyen,INS-45148,Interim Progress,FAIL,56,2,N,,Army Corps,
1359,412,01-21-2019,R. Patel,,Environmental Compliance,Pass,79,1,Y,08/17/2020,State DOT,
1360,412,2020-06-30,J. Kowalski,INS-31056,Fire Safety,Pass,67,2,N,,FTA,
1361,413,06-13-2020,D. Freeman,INS-75517,Final Walkthrough,Deferred,91,N/A,Y,,State DEP,
1362,413,04/02/2022,A. Nguyen,INS-72810,Interim Progress,Pass,61,2,N,,FAA,
1363,413,02/26/2024,G. Martinez,INS-56845,Final Walkthrough,Pass,67,1,No,,FAA,Cited violation
1364,413,12/04/2019,B. Torres,INS-49737,Electrical,Fail,60,1,Y,30/08/2022,Army Corps,Follow-up required
1365,414,03-21-2021,A. Nguyen,INS-32829,Environmental Compliance,Pass,91,3,N,,State DEP,
1366,414,2019/11/03,S. Williams,INS-38619,Environmental Compliance,Pass,75,1,N,,Local Building Dept,Escalated to state
1367,414,2022-03-31,B. Torres,INS-66009,Interim Progress,Pass,68,1,N,,Army Corps,
1368,415,2020-03-06,E. Hoffman,INS-59007,Environmental Compliance,Pass,98,0,N,,FTA,
1369,415,2024/06/03,K. O'Brien,INS-15387,Fire Safety,Pass,92,0,Y,,Local Building Dept,Follow-up required
1370,415,,H. Lee,INS-85089,Structural,Pass,67,,N,,FAA,Cited violation
1371,415,02/11/2019,A. Nguyen,INS-18365,Environmental Compliance,Pass,73,0,N,,FAA,
1372,416,2021/01/15,S. Williams,INS-92837,Structural,Pass,97,3,y,,State DEP,Follow-up required
1373,416,03/09/2024,K. O'Brien,INS-76915,Routine Safety,Fail,45,3,N,,Local Building Dept,
1374,416,2024/03/25,R. Patel,INS-33604,Routine Safety,Pass,70,1,no,2023-02-05,FTA,
1375,416,01-05-2020,J. Kowalski,INS-56898,Electrical,Pass With Conditions,77,1,N,,OSHA,
1376,417,2024/12/17,K. O'Brien,INS-90928,Structural,Pass,81,3,N,,FHWA,
1377,418,04/13/2019,I. Jackson,INS-71290,Final Walkthrough,Pass,82,2,N,,FAA,Cited violation
1378,418,06/11/2024,E. Hoffman,INS-89007,Plumbing,Fail,37,1,Y,2022/09/19,FHWA,
1379,418,07-31-2024,I. Jackson,INS-11741,Quality Control,fail,92,,N,,FHWA,
1380,418,2023/07/05,J. Kowalski,INS-70734,Structural,Pass,89,0,N,,State DEP,
1381,419,2020-02-29,C. Richardson,INS-70319,Electrical,Pass,98,0,N,,State DEP,Follow-up required
1382,419,2022-04-17,B. Torres,INS-57812,Structural,PASS,79,0,N,,FAA,
1383,419,15/11/2019,J. Kowalski,INS-77488,Routine Safety,Fail,,4,Y,05-05-2022,FTA,Escalated to state
1384,419,2022/11/17,S. Williams,INS-52780,Fire Safety,Deferred,99,1,N,,OSHA,Cited violation
1385,419,12/17/2021,M. Chen,INS-61092,Plumbing,Pass,90,1,,,Local Building Dept,Escalated to state
1386,420,08/03/2022,K. O'Brien,,Interim Progress,,63,5,Y,2024-03-04,FHWA,Cited violation
1387,420,18/07/2023,R. Patel,INS-86697,Environmental Compliance,Pass,75,3,N,,EPA,
1388,420,07-05-2021,J. Kowalski,INS-32382,Fire Safety,Pass,58,0,N,,FAA,
1389,420,2022/04/29,C. Richardson,INS-49700,Fire Safety,Pass,88,2,Y,2021-11-13,Army Corps,
1390,420,07-20-2020,R. Patel,INS-49392,Quality Control,Pass,76,,yes,,OSHA,Follow-up required
1391,421,26/10/2021,E. Hoffman,INS-36183,Environmental Compliance,Pass,66,0,No,2023/04/02,State DEP,
1392,421,2021/05/21,K. O'Brien,INS-73252,Routine Safety,Pass,66,2,,,FTA,
1393,421,06-25-2021,M. Chen,INS-99790,Fire Safety,Pass,55,2,N,,OSHA,Escalated to state
1394,421,2025-04-21,S. Williams,,Structural,Pass,80,1,Y,12-05-2020,FHWA,Escalated to state
1395,421,04-29-2025,M. Chen,INS-57298,Final Walkthrough,Fail,32,1,Y,08-19-2024,FAA,
1396,422,08-01-2019,D. Freeman,INS-92359,Structural,Pass,,3,N,,FAA,
1397,422,2023/11/29,C. Richardson,INS-70163,Interim Progress,Pass,81,2,Y,24/09/2020,FHWA,
1398,422,02/07/2024,G. Martinez,INS-83678,Environmental Compliance,Pass,95,1,N,,FTA,Escalated to state
1399,422,2025/05/20,C. Richardson,INS-62803,Electrical,Pass,83,0,Y,02/08/2022,FAA,
1400,422,23/11/2019,H. Lee,INS-44620,Environmental Compliance,Pass,69,2,N,,Local Building Dept,
1401,422,01/19/2021,A. Nguyen,INS-81608,Fire Safety,,57,3,Y,2021-12-05,FAA,
1402,424,2021-08-31,R. Patel,INS-25224,Quality Control,Pass,73,2,N,,FHWA,
1403,424,,A. Nguyen,INS-34561,Final Walkthrough,Fail,56,2,Y,11-16-2019,FAA,Escalated to state
1404,424,02/24/2021,R. Patel,,Environmental Compliance,Pass,74,1,N,,EPA,
1405,424,08/18/2021,J. Kowalski,INS-40106,Electrical,Pass,71,0,N,,FHWA,Closed
1406,425,02/26/2022,R. Patel,,Structural,Pass,80,,N,,FAA,Cited violation
1407,425,2023/10/17,K. O'Brien,INS-21613,Quality Control,Pass,85,1,N,12-23-2023,Local Building Dept,Follow-up required
1408,426,,S. Williams,INS-87564,Routine Safety,Fail,33,,Y,09-04-2023,State DOT,Follow-up required
1409,426,2020-09-06,J. Kowalski,INS-82034,Final Walkthrough,Fail,52,0,Y,08-17-2019,FAA,Follow-up required
1410,427,21/12/2022,M. Chen,INS-20173,Plumbing,Pass with Conditions,95,1,Y,,State DEP,Follow-up required
1411,428,2019/10/13,M. Chen,INS-44819,Environmental Compliance,Pass,64,0,Y,,Local Building Dept,Cited violation
1412,428,05/17/2022,K. O'Brien,INS-44311,Plumbing,Fail,44,,Y,10-19-2022,OSHA,Follow-up required
1413,428,07/16/2019,M. Chen,-,Fire Safety,Pass,,2,N,,FAA,Closed
1414,428,2020-09-24,J. Kowalski,INS-40033,Fire Safety,Pass,64,0,N,,State DOT,
1415,429,27/02/2023,A. Nguyen,INS-12077,Routine Safety,Fail,36,6,Y,2021-01-14,EPA,
1416,429,20/12/2019,E. Hoffman,INS-36446,Structural,Pass,63,1,N,,FAA,
1417,429,05-15-2021,S. Williams,?,Fire Safety,Deferred,58,3,Y,2024/01/17,State DEP,
1418,429,16/07/2019,M. Chen,INS-12899,Interim Progress,Pass,59,1,y,,OSHA,
1419,429,2023-08-30,D. Freeman,INS-88198,Structural,Fail,50,4,Y,10-19-2021,FHWA,
1420,429,03/24/2021,I. Jackson,INS-72277,Final Walkthrough,Pass,59,0,Y,2022-07-16,Local Building Dept,
1421,430,03/06/2020,R. Patel,INS-63631,Interim Progress,Pass,,3,N,,FAA,
1422,430,02-09-2020,K. O'Brien,INS-14442,Quality Control,Pass,77,2,N,,FAA,Follow-up required
1423,430,,K. O'Brien,INS-88940,Environmental Compliance,Pass,,1,N,,Local Building Dept,
1424,430,02/12/2021,K. O'Brien,INS-67181,Structural,Pass,84,2,N,,State DEP,Closed
1425,431,13/03/2022,G. Martinez,INS-18832,Routine Safety,Pass,80,0,N,,Local Building Dept,Escalated to state
1426,431,,B. Torres,INS-48620,Interim Progress,Pass,60,3,YES,,State DEP,Follow-up required
1427,431,31/08/2020,J. Kowalski,,Structural,Pass,100,1,no,,OSHA,Cited violation
1428,431,09/09/2022,C. Richardson,INS-90510,Plumbing,Pass,79,3,Y,2020-11-16,FTA,Follow-up required
1429,431,09/02/2019,S. Williams,?,Routine Safety,,97,0,N,03-07-2023,Army Corps,Closed
1430,432,09/07/2023,M. Chen,INS-34694,Routine Safety,,96,2,N,,OSHA,
1431,432,2019/01/14,R. Patel,,Environmental Compliance,Pass,81,3,,,FTA,
1432,432,06-21-2019,D. Freeman,INS-57273,Environmental Compliance,,98,1,N,,FAA,Closed
1433,432,2024/05/27,C. Richardson,INS-96985,Structural,Pass,57,2,N,,FHWA,Cited violation
1434,432,08-26-2022,B. Torres,INS-18312,Fire Safety,Pass,58,2,Y,2022-06-12,OSHA,Escalated to state
1435,433,,A. Nguyen,INS-49411,Interim Progress,Pass,80,3,N,,Army Corps,
1436,433,03/07/2024,M. Chen,INS-34191,Environmental Compliance,Pass,75,1,N,,OSHA,
1437,433,05/08/2021,D. Freeman,INS-32650,Environmental Compliance,Pass,63,0,Y,2020/02/18,State DEP,Follow-up required
1438,433,2022/03/25,G. Martinez,INS-41194,Routine Safety,Pass,100,1,Y,16/10/2019,FAA,Closed
1439,433,02/26/2023,S. Williams,INS-29438,Electrical,Pass,TBD,0,N,,Local Building Dept,
1440,434,2025/01/27,I. Jackson,INS-95114,Quality Control,Pass With Conditions,80,0,N,,FTA,Escalated to state
1441,434,12/25/2023,K. O'Brien,,Plumbing,Pass,,0,N,,FTA,
1442,434,2024/02/25,C. Richardson,INS-83328,Electrical,Pass,,2,Y,01-20-2022,Army Corps,Cited violation
1443,434,15/07/2023,J. Kowalski,INS-79316,Electrical,Pass,55,3,N,,FTA,Closed
1444,434,03-08-2021,K. O'Brien,INS-99405,Fire Safety,PASS,70,1,N,,EPA,
1445,434,05-25-2019,I. Jackson,INS-81487,Fire Safety,Deferred,84,3,No,,FHWA,
1446,435,02/22/2021,M. Chen,INS-88451,Structural,PASS,81,1,N,,Army Corps,Follow-up required
1447,435,2021/04/14,A. Nguyen,,Plumbing,Pass with Conditions,57,2,Y,24/03/2020,EPA,
1448,435,01/07/2025,C. Richardson,INS-41154,Interim Progress,Pass,56,,N,,Army Corps,Cited violation
1449,436,10/05/2022,J. Kowalski,INS-86702,Environmental Compliance,Pass,75,3,N,,Local Building Dept,
1450,436,2022-07-19,J. Kowalski,,Electrical,Pass,57,1,y,,FHWA,
1451,436,01-20-2020,K. O'Brien,INS-51347,Interim Progress,Pass,77,0,N,,Local Building Dept,Escalated to state
1452,436,,R. Patel,INS-76111,Environmental Compliance,fail,59,2,N,,FTA,Closed
1453,436,08/30/2023,E. Hoffman,INS-69372,Plumbing,Pass,55,1,,,Army Corps,Closed
1454,437,2020/09/23,D. Freeman,INS-11407,Quality Control,Fail,60,2,Y,11/06/2024,Local Building Dept,
1455,437,03/27/2020,D. Freeman,INS-46018,Structural,Pass with Conditions,87,1,Y,12/02/2023,OSHA,
1456,437,,J. Kowalski,INS-55970,Plumbing,Pass,71,0,N,,OSHA,
1457,438,,R. Patel,INS-53437,Plumbing,Pass,60,3,N,,FHWA,
1458,438,02-29-2024,E. Hoffman,INS-85786,Fire Safety,Pass,72,0,N,,EPA,
1459,438,2024-10-11,B. Torres,INS-60524,Quality Control,Pass,98,2,yes,2020/03/14,Army Corps,Follow-up required
1460,439,,I. Jackson,INS-90832,Final Walkthrough,Pass with Conditions,?,0,Y,2024/08/15,EPA,
1461,439,2024-12-15,S. Williams,INS-41871,Final Walkthrough,Fail,,6,Y,2022-08-29,FAA,
1462,439,,D. Freeman,INS-33914,Interim Progress,Deferred,98,1,Y,2020/12/02,FAA,Cited violation
1463,439,2023-10-24,I. Jackson,INS-13771,Plumbing,Pass,66,0,Y,2021-03-08,State DOT,
1464,439,2021/06/22,M. Chen,INS-46330,Fire Safety,Fail,37,n/a,Y,,State DEP,
1465,439,07/06/2024,H. Lee,INS-81910,Electrical,Pass,81,0,N,,Local Building Dept,Follow-up required
1466,440,04/18/2025,J. Kowalski,-,Fire Safety,Pass,96,0,No,,FTA,Closed
1467,440,2019-05-28,C. Richardson,INS-43691,Plumbing,Pass,64,0,N,,State DOT,Follow-up required
1468,441,2020-02-18,H. Lee,INS-58418,Quality Control,Fail,33,0,Y,2019-08-19,FAA,
1469,442,2022/08/18,I. Jackson,INS-53170,Routine Safety,Pass,64,2,Y,2024-06-24,OSHA,
1470,442,12-04-2023,A. Nguyen,INS-86451,Fire Safety,pass,?,0,Y,05-05-2019,FTA,Follow-up required
1471,442,11-26-2019,D. Freeman,INS-37434,Final Walkthrough,Pass,88,3,N,,State DOT,
1472,442,19/12/2019,J. Kowalski,INS-14515,Fire Safety,Pass,95,0,N,,Local Building Dept,
1473,442,,R. Patel,INS-24839,Electrical,Pass,81,0,N,,Army Corps,Follow-up required
1474,443,,R. Patel,INS-41936,Interim Progress,Fail,,0,Y,2022/04/27,FHWA,
1475,443,,I. Jackson,INS-16856,Routine Safety,fail,55,0,N,,FTA,Cited violation
1476,443,10-12-2023,A. Nguyen,INS-42275,Environmental Compliance,,78,3,N,,OSHA,Follow-up required
1477,443,2019-03-06,E. Hoffman,INS-68442,Environmental Compliance,Pass,96,1,,20/02/2022,Local Building Dept,Cited violation
1478,444,04/05/2019,M. Chen,,Quality Control,Pass,72,2,N,,EPA,
1479,444,2021-04-20,D. Freeman,INS-79315,Electrical,Pass,67,,N,,State DOT,Closed
1480,445,2022-10-01,J. Kowalski,,Plumbing,Pass,100,1,Y,05/01/2021,OSHA,
1481,445,03/18/2023,D. Freeman,INS-43700,Interim Progress,Fail,43,5,Y,,State DOT,Closed
1482,445,04-15-2021,J. Kowalski,INS-19456,Environmental Compliance,Pass,75,2,Y,2023-03-31,FTA,Closed
1483,445,,J. Kowalski,INS-77849,Quality Control,Pass with Conditions,57,,Y,10-13-2020,FHWA,Escalated to state
1484,445,04/05/2021,S. Williams,INS-53593,Electrical,Pass,58,1,N,,FAA,
1485,447,2021-04-16,J. Kowalski,INS-23708,Quality Control,Pass,92,1,N,,FHWA,Follow-up required
1486,447,2020-10-10,K. O'Brien,INS-24942,Electrical,Pass,56,0,Y,,Local Building Dept,Escalated to state
1487,448,2020-01-02,I. Jackson,INS-17781,Structural,Pass,96,1,Y,01/07/2020,FAA,Follow-up required
1488,448,2022/09/15,G. Martinez,INS-34382,Environmental Compliance,Pass with Conditions,97,0,Y,,OSHA,
1489,448,09-13-2024,K. O'Brien,INS-13394,Interim Progress,Pass,64,2,N,,State DEP,Closed
1490,448,10/13/2023,J. Kowalski,INS-99272,Interim Progress,Pass,93,3,N,,FHWA,Escalated to state
1491,448,13/04/2020,B. Torres,INS-34427,Routine Safety,Pass,60,2,N,,Army Corps,
1492,448,2022-05-15,K. O'Brien,N/A,Quality Control,Pass with Conditions,71,1,Y,,FTA,
1493,449,04/12/2019,E. Hoffman,INS-92252,Environmental Compliance,Pass with Conditions,56,2,No,10/08/2022,FTA,
1494,449,2024-06-26,K. O'Brien,INS-11847,Plumbing,Pass,92,0,N,,EPA,Cited violation
1495,449,2019/03/16,E. Hoffman,INS-24414,Environmental Compliance,Pass,67,3,N,,Local Building Dept,
1496,449,11-21-2024,D. Freeman,INS-88943,Plumbing,Pass,73,0,N,,State DOT,Escalated to state
1497,449,2024-06-14,M. Chen,INS-26163,Quality Control,Pass,86,3,N,,EPA,
1498,449,02/05/2021,K. O'Brien,INS-46812,Electrical,PASS,93,3,Y,,Local Building Dept,Escalated to state
1499,450,26/01/2020,J. Kowalski,INS-57416,Environmental Compliance,Pass,89,0,No,,FTA,Cited violation
1500,450,03-24-2023,D. Freeman,INS-72294,Quality Control,Pass,58,1,N,,FAA,
1501,450,23/05/2022,E. Hoffman,,Electrical,Pass,60,3,N,,FAA,Escalated to state
1502,451,2019-05-18,S. Williams,INS-22706,Electrical,fail,92,3,Y,2023/06/24,OSHA,
1503,451,14/10/2024,M. Chen,INS-70148,Interim Progress,Fail,39,4,No,2025-02-24,EPA,
1504,452,10/20/2022,J. Kowalski,INS-80170,Routine Safety,Pass,56,1,N,,EPA,
1505,452,,M. Chen,TBD,Plumbing,Pass,93,1,N,,EPA,
1506,452,,C. Richardson,INS-59595,Environmental Compliance,Pass,88,3,no,,FAA,
1507,452,,A. Nguyen,INS-82962,Interim Progress,,74,,Y,07-28-2024,OSHA,Follow-up required
1508,453,09-22-2022,H. Lee,INS-17538,Fire Safety,Pass with Conditions,58,2,Y,06/09/2025,FTA,
1509,453,30/08/2020,D. Freeman,n/a,Quality Control,Pass,73,2,N,,State DOT,Follow-up required
1510,453,2023-06-19,K. O'Brien,INS-20483,Final Walkthrough,Pass,63,2,N,,EPA,Follow-up required
1511,453,27/08/2024,J. Kowalski,INS-83524,Structural,Pass,74,0,N,,FTA,
1512,454,2024-03-17,M. Chen,,Routine Safety,Pass with Conditions,79,1,Y,06/23/2023,FHWA,
1513,454,27/04/2023,I. Jackson,INS-50147,Routine Safety,FAIL,96,0,N,,FTA,
1514,454,2020-11-26,M. Chen,INS-16522,Plumbing,Pass,83,1,N,,FAA,
1515,454,12-10-2019,C. Richardson,INS-15613,Electrical,Pass,90,2,Y,2024/11/23,Local Building Dept,
1516,455,04-02-2023,H. Lee,INS-99362,Quality Control,Pass,93,2,N,,EPA,Cited violation
1517,455,01/18/2024,D. Freeman,INS-49950,Fire Safety,Pass,92,1,N,,EPA,Cited violation
1518,455,11/17/2019,H. Lee,INS-47808,Electrical,fail,,2,Y,01/03/2024,FTA,Follow-up required
1519,455,31/07/2024,G. Martinez,INS-31267,Interim Progress,Pass,60,2,N,,FAA,
1520,456,2024-07-19,D. Freeman,INS-86646,Environmental Compliance,Pass,81,N/A,N,,FHWA,
1521,456,01-08-2025,E. Hoffman,INS-45408,Electrical,Pass,98,,N,,OSHA,Closed
1522,457,2022/06/19,J. Kowalski,INS-66521,Environmental Compliance,Pass,77,0,N,,Army Corps,Escalated to state
1523,457,2020-02-16,I. Jackson,INS-31778,Routine Safety,Pass,81,2,Y,2020-11-24,FAA,
1524,457,2020-04-06,I. Jackson,INS-27800,Plumbing,Pass,55,1,N,,EPA,
1525,457,01/12/2021,S. Williams,INS-80872,Plumbing,Pass,100,2,N,,State DOT,Escalated to state
1526,458,2023-12-30,A. Nguyen,INS-67217,Interim Progress,Pass,,2,Y,2020/08/22,FHWA,Cited violation
1527,458,2020-09-19,G. Martinez,INS-68747,Routine Safety,Deferred,88,,Y,,EPA,
1528,458,2019/11/23,M. Chen,INS-19222,Quality Control,Pass,64,2,N,,State DEP,
1529,458,2024/03/08,H. Lee,,Final Walkthrough,Fail,32,1,Y,20/01/2021,Army Corps,
1530,460,,M. Chen,INS-57815,Plumbing,Pass,84,2,Y,,FHWA,Closed
1531,460,2019-10-17,A. Nguyen,INS-27588,Fire Safety,Pass,58,2,no,,State DEP,
1532,460,2020/07/19,B. Torres,INS-73374,Plumbing,,72,0,Y,04-22-2024,State DEP,
1533,461,2021/09/22,J. Kowalski,INS-99069,Fire Safety,Fail,42,5,Y,2022/09/23,Local Building Dept,Follow-up required
1534,461,2022-07-11,I. Jackson,INS-95023,Structural,Pass,64,1,N,,FAA,Cited violation
1535,461,04/20/2019,G. Martinez,INS-81604,Interim Progress,Pass,81,,N,,Local Building Dept,
1536,462,04-21-2021,A. Nguyen,INS-56222,Environmental Compliance,Pass,77,1,N,,FAA,
1537,462,08-19-2021,A. Nguyen,INS-76856,Plumbing,fail,100,3,N,,FTA,
1538,462,03-19-2020,A. Nguyen,INS-88920,Structural,Pass,60,1,Y,,OSHA,
1539,463,2022-11-10,A. Nguyen,INS-48550,Environmental Compliance,Pass with Conditions,97,1,Y,,FAA,Follow-up required
1540,463,2021/03/20,K. O'Brien,,Quality Control,Fail,64,7,Y,21/10/2019,EPA,
1541,463,03-20-2022,C. Richardson,INS-91335,Final Walkthrough,Pass,60,?,N,,EPA,
1542,463,27/06/2022,K. O'Brien,INS-32414,Final Walkthrough,Pass,97,1,N,,EPA,
1543,464,2023-11-24,K. O'Brien,INS-46845,Quality Control,Pass,84,1,N,,Army Corps,Follow-up required
1544,464,09/19/2023,I. Jackson,INS-47671,Routine Safety,Pass,97,2,Y,04/11/2025,FHWA,
1545,464,2025/04/15,A. Nguyen,,Quality Control,Pass,69,1,N,,FTA,Cited violation
1546,464,07-24-2022,I. Jackson,INS-76294,Structural,Pass with Conditions,,1,Y,06/24/2022,EPA,
1547,465,07/10/2023,A. Nguyen,INS-10972,Electrical,Pass,88,2,N,,FAA,
1548,465,2021/10/29,D. Freeman,INS-34461,Plumbing,Pass,96,0,N,,FHWA,Escalated to state
1549,466,06/05/2024,K. O'Brien,INS-11892,Plumbing,Pass,92,1,N,,Local Building Dept,
1550,467,2021-11-06,E. Hoffman,INS-63550,Interim Progress,Pass,100,0,N,,FHWA,
1551,467,2021-07-15,H. Lee,-,Environmental Compliance,Pass,82,1,N,,OSHA,Escalated to state
1552,467,05-12-2019,C. Richardson,INS-33717,Fire Safety,Pass with Conditions,N/A,1,Y,2024-08-03,State DOT,Escalated to state
1553,467,2023-09-28,C. Richardson,INS-94647,Environmental Compliance,Pass,81,0,N,,FHWA,
1554,467,12/04/2021,E. Hoffman,INS-34048,Electrical,Fail,58,5,Y,06-05-2022,Army Corps,
1555,467,01/22/2021,C. Richardson,INS-75804,Electrical,Pass,92,3,Y,,Local Building Dept,
1556,468,01-16-2024,D. Freeman,INS-61428,Electrical,Pass,92,0,N,,FHWA,
1557,468,,J. Kowalski,INS-77414,Fire Safety,FAIL,69,,Y,11/16/2020,EPA,
1558,469,12-06-2023,J. Kowalski,INS-47895,Plumbing,Pass with Conditions,76,3,yes,,EPA,Closed
1559,469,11-23-2020,D. Freeman,INS-43159,Routine Safety,Pass,92,3,N,,OSHA,
1560,470,2020-02-12,K. O'Brien,INS-73791,Interim Progress,Pass,71,-,N,,FAA,
1561,471,11-13-2022,J. Kowalski,INS-11182,Quality Control,FAIL,70,1,N,,FAA,Follow-up required
1562,471,07/24/2023,H. Lee,INS-16565,Environmental Compliance,,82,1,YES,2023/08/23,Local Building Dept,Cited violation
1563,471,10/17/2022,K. O'Brien,INS-86571,Interim Progress,,65,1,Y,04/18/2021,State DEP,
1564,471,02/03/2023,C. Richardson,INS-46263,Structural,Pass,63,1,N,,Local Building Dept,
1565,471,2019/09/01,M. Chen,INS-21561,Routine Safety,Pass,63,1,,01/14/2022,OSHA,Closed
1566,472,2019-10-31,E. Hoffman,INS-36810,Final Walkthrough,Pass with Conditions,79,0,Y,2024-11-26,Local Building Dept,Follow-up required
1567,473,03/10/2022,D. Freeman,INS-55264,Quality Control,Fail,32,N/A,Y,02/03/2022,FTA,Closed
1568,475,,C. Richardson,INS-21633,Electrical,Pass,64,2,yes,,Army Corps,
1569,475,08/11/2023,R. Patel,,Plumbing,Fail,58,2,Y,,State DEP,Cited violation
1570,475,11/06/2023,E. Hoffman,INS-56102,Fire Safety,Pass with Conditions,76,2,Y,,FTA,Cited violation
1571,475,,I. Jackson,INS-12137,Quality Control,Pass,94,1,N,,Local Building Dept,Cited violation
1572,476,02-21-2022,S. Williams,,Environmental Compliance,,93,0,y,,Local Building Dept,Escalated to state
1573,476,11-15-2021,I. Jackson,INS-11357,Structural,Pass,63,0,N,,EPA,Escalated to state
1574,476,2022-08-08,C. Richardson,INS-88894,Plumbing,Pass,56,0,N,,OSHA,Escalated to state
1575,476,2023/06/05,D. Freeman,INS-95006,Plumbing,Pass with Conditions,56,0,Y,,OSHA,Escalated to state
1576,476,06-30-2021,G. Martinez,INS-95252,Electrical,Pass,71,0,Y,24/05/2024,FHWA,
1577,476,10/11/2022,R. Patel,INS-98853,Environmental Compliance,Pass,88,3,YES,,EPA,
1578,477,06/20/2024,M. Chen,INS-74482,Interim Progress,Pass with Conditions,,2,y,2024/05/05,Local Building Dept,
1579,477,08/06/2022,S. Williams,INS-15222,Environmental Compliance,Pass,63,0,N,,State DOT,
1580,477,11/11/2022,J. Kowalski,INS-18891,Routine Safety,Pass,,2,N,,Local Building Dept,Follow-up required
1581,477,04-21-2024,I. Jackson,INS-69301,Plumbing,Pass,,2,y,28/08/2021,FAA,
1582,478,07/13/2019,I. Jackson,INS-28557,Routine Safety,Pass With Conditions,56,3,N,,Army Corps,Cited violation
1583,478,2021/08/20,G. Martinez,INS-63025,Interim Progress,Pass,95,2,N,,FAA,
1584,479,01/09/2021,B. Torres,INS-17293,Electrical,Pass with Conditions,71,0,Y,,FAA,Closed
1585,479,08-22-2021,M. Chen,INS-28422,Quality Control,FAIL,81,2,N,,EPA,Cited violation
1586,479,06-05-2021,R. Patel,n/a,Final Walkthrough,Pass with Conditions,,1,Y,23/04/2025,OSHA,Follow-up required
1587,479,2024-02-26,R. Patel,INS-42713,Structural,Pass,92,0,,2024-10-21,OSHA,
1588,479,02-13-2023,K. O'Brien,INS-71850,Electrical,Pass,63,2,Y,11/04/2025,Local Building Dept,Closed
1589,480,01/10/2024,B. Torres,INS-58652,Routine Safety,pass,64,1,N,,FAA,Follow-up required
1590,480,15/07/2021,I. Jackson,INS-41646,Plumbing,Pass,86,,N,,State DEP,Follow-up required
1591,480,07/26/2019,S. Williams,,Electrical,Pass,100,0,N,,State DOT,Cited violation
1592,480,01-21-2025,A. Nguyen,INS-85662,Routine Safety,Pass,87,0,Y,2024-09-04,State DEP,
1593,481,24/04/2020,G. Martinez,INS-93133,Fire Safety,Pass,71,3,N,,State DEP,
1594,481,04/13/2021,C. Richardson,INS-27161,Environmental Compliance,Pass,75,2,N,,OSHA,
1595,481,,S. Williams,INS-91666,Plumbing,Pass,100,2,N,,State DEP,
1596,481,03/01/2020,R. Patel,INS-72089,Fire Safety,Pass,83,1,Y,01-19-2021,Local Building Dept,
1597,481,12-13-2019,R. Patel,INS-14006,Quality Control,Pass,87,2,Y,2021/11/08,EPA,Cited violation
1598,481,26/12/2019,E. Hoffman,INS-56844,Final Walkthrough,Pass,86,3,N,,FHWA,Cited violation
1599,482,2020/05/25,M. Chen,INS-36825,Electrical,Pass,90,1,Y,,Local Building Dept,
1600,482,2025-05-12,I. Jackson,INS-54668,Structural,Pass,63,3,N,,OSHA,Escalated to state
1601,482,07-12-2019,A. Nguyen,INS-45058,Fire Safety,Pass,58,0,N,,FHWA,Closed
1602,483,30/07/2021,J. Kowalski,INS-86032,Plumbing,Pass,70,1,,,Army Corps,Cited violation
1603,483,11/18/2020,S. Williams,?,Environmental Compliance,Pass,64,0,N,,FTA,Follow-up required
1604,483,2020/03/29,I. Jackson,INS-32754,Routine Safety,Pass,79,3,N,,State DEP,Cited violation
1605,483,08/07/2021,K. O'Brien,INS-88854,Interim Progress,Pass,62,0,N,,OSHA,Escalated to state
1606,483,10-12-2023,K. O'Brien,INS-10061,Final Walkthrough,Pass,58,2,yes,,FHWA,
1607,483,25/08/2022,J. Kowalski,INS-74246,Interim Progress,Pass,90,1,Y,05-15-2024,Army Corps,
